,Input,Target,Predicted,Edit Distance
309,pirachurankal,பிரசுரங்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,22
310,kavalaiye,கவலையே,்்்்்்்்்்்்்்்்்்்்்்்்,24
311,ezhundhukkum,எழுந்துக்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,21
312,gudd,குட்,்்்்்்்்்்்்்்்்்்்்்்்்,23
313,dasila,டசில்லா,்்்்்்்்்்்்்்்்்்்்்்்்,23
314,vetridaththil,வெற்றிடத்தில்,்்்்்்்்்்்்்்்்்்்்்்்்,21
315,chennai,சென்னை,்்்்்்்்்்்்்்்்்்்்்்்்,23
316,unarndhirundhaan,உணர்ந்திருந்தான்,்்்்்்்்்்்்்்்்்்்்்்்்,20
317,kelvih,கேள்விஃ,்்்்்்்்்்்்்்்்்்்்்்்்,23
318,texas,டெக்சாஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,22
319,matravargal,மற்றவர்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,21
320,adiyum,அடியும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
321,earkanavae,ஏற்கனவே,்்்்்்்்்்்்்்்்்்்்்்்்,23
322,santhan,சாந்தன்,்்்்்்்்்்்்்்்்்்்்்்்்,22
323,wedik,வேதக்,்்்்்்்்்்்்்்்்்்்்்்்்,23
324,kaavalthuraik,காவல்துறைக்,்்்்்்்்்்்்்்்்்்்்்்்்,22
325,thodarpalar,தொடர்பாளர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
326,karanamaakum,காரணமாகும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
327,shimman,சிம்மன்,்்்்்்்்்்்்்்்்்்்்்்்்,22
328,patrick,பேட்ரிக்,்்்்்்்்்்்்்்்்்்்்்்்்,22
329,lamb,லாம்ப்,்்்்்்்்்்்்்்்்்்்்்்்்,22
330,balmer,பால்மெர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
331,vitum,கலந்து,்்்்்்்்்்்்்்்்்்்்்்்்,23
332,redding,ரெட்டிங்,்்்்்்்்்்்்்்்்்்்்்்்்,22
333,kadidhangalum,கடிதங்களும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
334,birlasoft,பிர்லாஸாஃப்ட்,்்்்்்்்்்்்்்்்்்்்்்்்,21
335,sollappadupavargalum,சொல்லப்படுவர்களும்,்்்்்்்்்்்்்்்்்்்்்்்்,20
336,prabhoo,பிரபு,்்்்்்்்்்்்்்்்்்்்்்்்,24
337,redwood,ரெட்வுட்,்்்்்்்்்்்்்்்்்்்்்்்்,22
338,kalra,கல்ரா,்்்்்்்்்்்்்்்்்்்்்்்்,23
339,napa,நபா,்்்்்்்்்்்்்்்்்்்்்்்்,24
340,nigazhchiyum,நிகழ்ச்சியும்,்்்்்்்்்்்்்்்்்்்்்்்்,21
341,mutiyala,முடியல,்்்்்்்்்்்்்்்்்்்்்்்்,24
342,perundhaabam,பெருந்தாபம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
343,harres,ஹாரிஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,23
344,solvathaga,சொல்வதாக,்்்்்்்்்்்்்்்்்்்்்்்்,23
345,piramukar,பிரமுகர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
346,idaodhikkeedu,இடஒதுக்கீடு,்்்்்்்்்்்்்்்்்்்்்்்்,23
347,vaelaigalum,வேலைகளும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
348,koottangalukku,கூட்டங்களுக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,21
349,mahaveerar,மகாவீரர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
350,bula,போலா,்்்்்்்்்்்்்்்்்்்்்்்்,24
351,aaivukku,ஆய்வுக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,22
352,koottangalai,கூட்டங்களை,்்்்்்்்்்்்்்்்்்்்்்்்,22
353,passaic,பசாய்க்,்்்்்்்்்்்்்்்்்்்்்்்்,22
354,asoq,அசோகா,்்்்்்்்்்்்்்்்்்்்்்்்,24
355,gouuld,கோல்ட்,்்்்்்்்்்்்்்்்்்்்்்்்,22
356,ullatakkum,உள்ளடக்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,21
357,thayaarippathundu,தயாரிப்பதுண்டு,்்்்்்்்்்்்்்்்்்்்்்்்,22
358,inththiyaavirkul,இந்தியாவிற்குள்,்்்்்்்்்்்்்்்்்்்்்்்்,21
359,araku,அரக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,23
360,narambugalai,நரம்புகளை,்்்்்்்்்்்்்்்்்்்்்்்்,23
361,panigalukkup,பணிகளுக்குப்,்்்்்்்்்்்்்்்்்்்்்்்்,22
362,okay,ஓகே,்்்்்்்்்்்்்்்்்்்்்்்்,24
363,nigalvugazhaiyum,நிகழ்வுகளையும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
364,irukkinroom,இருக்கின்றோம்,்்்்்்்்்்்்்்்்்்்்்்்்,21
365,aazhthulai,ஆழ்துளை,்்்்்்்்்்்்்்்்்்்்்்்்,23
366,kalvikkaana,கல்விக்கான,்்்்்்்்்்்்்்்்்்்்்்்்,22
367,kovai,கோவை,்்்்்்்்்்்்்்்்்்்்்்்்,24
368,alaiyum,அலையும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
369,kulithu,குளித்து,்்்்்்்்்்்்்்்்்்்்்்்்,23
370,odisii,ஒடிசி,்்்்்்்்்்்்்்்்்்்்்்்்,24
371,sedhamadaindhu,சேதமடைந்தது,்்்்்்்்்்்்்்்்்்்்்்்்,23
372,yeraalam,ஏராளம்,்்்்்்்்்்்்்்்்்்்்்்்்,23
373,tokaiyin,தொகையின்,்்்்்்்்்்்்்்்்்்்்்்்்,23
374,arignargalinaalum,அறிஞர்களினாலும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
375,cheyalmuraiku,செயல்முறைக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,22
376,vidhiththu,விதித்து,்்்்்்்்்்்்்்்்்்்்்்்்,23
377,kontiruntha,உறங்கிக்,்்்்்்்்்்்்்்்்்்்்்்்்,22
378,kuudum,கூடும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
